id,bengali-id,footnote-text,page,chapter
107,১০৭,"তিরমিযী, ৫/৪৬৬, নং ৩৩৯১। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৪২।",123,২৭: সকাল ও বিকালের যিকিরসমূহ
108,১০৮,অর্থাৎ আমি স্বীকার করছি ও মেনে নিচ্ছি।,124,২৭: সকাল ও বিকালের যিকিরসমূহ
109,১০৯,"“যে ব্যক্তি সকালবেলা অথবা সন্ধ্যাবেলা এটি ('সায়ি‍্যদুল ইসতিগফার') অর্থ বুঝে দৃঢ় বিশ্বাসসহকারে পড়বে, সে ঐ দিন রাতে বা দিনে মারা গেলে অবশ্যই জান্নাতে যাবে।” বুখারী, ৭/১৫০, নং ৬৩০৬।",125,২৭: সকাল ও বিকালের যিকিরসমূহ
110,১১০,"আর যখন বিকাল হবে, তখন বলবে, اللهم إِنِّي أَمْسَيْتُ (আল্লা-হুম্মা ইন্নি আমসাইতু) অর্থাৎ, “হে আল্লাহ! আমি বিকালে উপনীত হয়েছি”।",126,২৭: সকাল ও বিকালের যিকিরসমূহ
111,১১১,"যে ব্যক্তি সকালে অথবা বিকালে তা চারবার বলবে, আল্লাহ তাকে জাহান্নামের আগুন থেকে মুক্ত করবেন। আবূ দাউদ ৪/৩১৭, নং ৫০৭১; বুখারী, আল-আদাবুল মুফরাদ, নং ১২০১; নাসাঈ, 'আমালুল ইয়াওমি ওয়াল লাইলাহ, নং ৯; ইবনুস সুন্নী, নং ৭০। সম্মানিত শাইখ আবদুল আযীয ইবন বায রাহেমাহুল্লাহ তাঁর তুহফাতুল আখইয়ার গ্রন্থের পৃ. ২৩ এ নাসাঈ ও আবূ দাউদের সনদকে হাসান বলেছেন।",127,২৭: সকাল ও বিকালের যিকিরসমূহ
112,১১২,"আর বিকাল হলে বলবে, اللَّهُمَّ مَا أَمْسَى بِي (আল্লা-হুম্মা মা আমসা বী মিন নি'মাতিন...) অর্থাৎ “হে আল্লাহ! যে নেয়ামত আমার সাথে বিকালে উপনীত হয়েছে...”।",128,২৭: সকাল ও বিকালের যিকিরসমূহ
113,১১৩,"যে ব্যক্তি সকালবেলা উপরোক্ত দো'আ পাঠ করলো সে যেনো সেই দিনের শুকরিয়া আদায় করলো। আর যে ব্যক্তি বিকালবেলা এ দো'আ পাঠ করলো সে যেনো রাতের শুকরিয়া আদায় করলো""। হাদীসটি সংকলন করেছেন, আবূ দাউদ ৪/৩১৮, নং ৫০৭৫; নাসাঈ, আমালুল ইয়াওমি ওয়াল লাইলাহ, নং ৭; ইবনুস সুন্নী, নং ৪১; ইবন হিব্বান, (মাওয়ারিদ) নং ২৩৬১। আর শাইখ ইবন বায তাঁর তুহফাতুল আখইয়ার পৃ. ২৪ এ এর সনদকে হাসান বলেছেন।",128,২৭: সকাল ও বিকালের যিকিরসমূহ
114,১১৪,"আবু দাউদ ৪/৩২৪, নং ৫০৯২; আহমাদ ৫/৪২, নং ২০৪৩০; নাসাঈ, আমালুল ইয়াওমি ওয়াল্লাইলাহ, নং ২২; ইবনুস সুন্নী, নং ৬৯; বুখারী, আল-আদাবুল মুফরাদ, নং ৭০১। আর শাইখ আল্লামা ইবন বায রাহিমাহুল্লাহ 'তুহফাতুল আখইয়ার' গ্রন্থের পৃ. ২৬ এ এর সনদকে হাসান বলেছেন।",130,২৭: সকাল ও বিকালের যিকিরসমূহ
115,১১৫,"যে ব্যক্তি দো'আটি সকালবেলা সাতবার এবং বিকালবেলা সাতবার বলবে তার দুনিয়া ও আখেরাতের সকল চিন্তাভাবনার জন্য আল্লাহই যথেষ্ট হবেন। ইবনুস সুন্নী, নং ৭১, মারফু' সনদে; আবূ দাউদ ৪/৩২১; মাওকুফ সনদে, নং ৫০৮১। আর শাইখ শু'আইব ও আব্দুল কাদের আরনাউত এর সনদকে সহীহ বলেছেন। দেখুন, যাদুল মা'আদ ২/৩৭৬।",130,২৭: সকাল ও বিকালের যিকিরসমূহ
116,১১৬,"আবূ দাউদ, নং ৫০৭৪; ইবন মাজাহ, নং ৩৮৭১। আরও দেখুন, সহীহ ইবন মাজাহ ২/৩৩২।",132,২৭: সকাল ও বিকালের যিকিরসমূহ
117,১১৭,"তিরমিযী, নং ৩৩৯২; আবূ দাউদ, নং ৫০৬৭। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৪২।",134,২৭: সকাল ও বিকালের যিকিরসমূহ
118,১১৮,"যে ব্যক্তি সকালে তিনবার এবং বিকালে তিনবার এটি বলবে, কোনো কিছু তার ক্ষতি করতে পারবে না। আবূ দাউদ, ৪/৩২৩, নং ৫০৮৮; তিরমিযী, ৫/৪৬৫, নং ৩৩৮৮; ইবন মাজাহ, নং ৩৮৬৯; আহমাদ, নং ৪৪৬। আরও দেখুন, সহীহ ইবন মাজাহ, ২/৩৩২। আর আল্লামা ইবন বায রাহিমাহুল্লাহ তাঁর 'তুহফাতুল আখইয়ার' গ্রন্থের ৩৯ পৃষ্ঠায় এটার সনদকে হাসান বলেছেন।",134,২৭: সকাল ও বিকালের যিকিরসমূহ
119,১১৯,"যে ব্যক্তি এ দো'আ সকাল ও বিকাল তিনবার করে বলবে, আল্লাহর কাছে তার অধিকার হয়ে যায় তাকে কিয়ামাতের দিন সন্তুষ্ট করা। আহমাদ ৪/৩৩৭; নং ১৮৯৬৭; নাসাঈ, আমালুল ইয়াওমি ওয়াল-লাইলাহ, নং ৪; ইবনুস সুন্নী, নং ৬৮; আবু দাউদ, ৪/৩১৮, নং ১৫৩১; তিরমিযী ৫/৪৬৫, নং ৩৩৮৯। আর ইবন বায রাহিমাহুল্লাহ 'তুহফাতুল আখইয়ার' এর ৩৯ পৃষ্ঠায় একে হাসান বলেছেন।",135,২৭: সকাল ও বিকালের যিকিরসমূহ
120,১২০,"হাকেম ১/৫৪৫, তিনি হাদীসটিকে সহীহ বলেছেন, আর যাহাবী তা সমর্থন করেছেন। আরও দেখুন, সহীহ আত-তারগীব ওয়াত-তারহীব ১/২৭৩।",136,২৭: সকাল ও বিকালের যিকিরসমূহ
121,১২১,"আর যখন বিকাল হবে, তখন বলবে, أمسينا وأمسى الملك لله رب العالمين (আমসাইনা ওয়া আমসাল মুলকু লিল্লাহি রাব্বিল 'আলামীন) “আমরা বিকালে উপনীত হয়েছি, অনুরূপ যাবতীয় রাজত্বও বিকালে উপনীত হয়েছে সৃষ্টিকুলের রব্ব আল্লাহর জন্য।”",137,২৭: সকাল ও বিকালের যিকিরসমূহ
122,১২২,"আর যখন বিকাল হবে, তখন বলবে, اللهم إني أسألك خير هذه الليلة فتحها، ونصرها، ونورها، وبركتها، وهداها، وأعوذ بك من شر ما فيها، وشر ما بعدها.",137,২৭: সকাল ও বিকালের যিকিরসমূহ
123,১২৩,"(আল্লা-হুম্মা ইন্নি আসআলুকা খাইরা হাযিহিল লাইলাতি: ফাতহাহা ওয়া নাসরাহা, ওয়া নূরাহা, ওয়া বারাকাতাহা, ওয়া হুদাহা, ওয়া আ'উযু বিকা মিন শাররি মা ফী-হা, ওয়া শাররি মা বা'দাহা) “হে আল্লাহ, আমি আপনার কাছে কামনা করি এই রাতের কল্যাণ: বিজয়, সাহায্য, নূর, রবকত ও হেদায়াত। আর আমি আপনার কাছে আশ্রয় চাই এ রাতের এবং এ রাতের পরের অকল্যাণ থেকে।” আবু দাউদ ৪/৩২২, নং ৫০৮৪; আর শু'আইব ও আবদুল কাদের আরনাউত যাদুল মা'আদের সম্পাদনায় ২/৩৭৩ এর সনদকে হাসান বলেছেন।",138,২৭: সকাল ও বিকালের যিকিরসমূহ
124,১২৪,"যখন বিকাল হবে, তখন বলবে, أمسينا على فطرة الإسلام... (আমসাইনা 'আলা ফিতরাতিল ইসলাম...) ""আমরা বিকালে উপনীত হয়েছি ইসলামের ফিত্বরাতের উপর""।",139,২৭: সকাল ও বিকালের যিকিরসমূহ
125,১২৫,"আহমাদ ৩/৪০৬, ৪০৭, নং ১৫৩৬০ ও নং ১৫৫৬৩; ইবনুস সুন্নী, আমালুল ইয়াওমি ওয়াল-লাইলাহ, নং ৩৪। আরও দেখুন, সহীহুল জামে'উ ৪/২০৯।",140,২৭: সকাল ও বিকালের যিকিরসমূহ
126,১২৬,"যে ব্যক্তি তা সকালে একশত বার ও বিকালে একশত বার বলবে, কিয়ামতের দিন তার চেয়ে বেশি উৎকৃষ্ট কিছু কেউ নিয়ে আসতে পারবে না, তবে সে ব্যক্তি যে তার মত বলবে, বা তার চেয়ে বেশি আমল করবে। মুসলিম ৪/২০৭১, নং ২৬৯২।",140,২৭: সকাল ও বিকালের যিকিরসমূহ
127,১২৭,"নাসাঈ, আমালুল ইয়াওমি ওয়াল-লাইলাহ, নং ২৪। আরও দেখুন, সহীহুত তারগীব ওয়াত তারহীব, ১/২৭২; ইবন বায, তুহফাতুল আখইয়ার পৃ. ৪৪। এর ফযীলতের ব্যাপারে আরও দেখন, পৃ. হাদীস নং ২৫৫।",141,২৭: সকাল ও বিকালের যিকিরসমূহ
128,১২৮,"আবূ দাউদ, নং ৫০৭৭; ইবন মাজাহ, নং ৩৭৯৮; আহমাদ নং ৮৭১৯। আরও দেখুন, সহীহুত তারগীব ওয়াত তারহীব, ১/২৭০; সহীহ আবি দাউদ ৩/৯৫৭; সহীহ ইবন মাজাহ ২/৩৩১ ও যাদুল মা'আদ ২/৩৭৭।",141,২৭: সকাল ও বিকালের যিকিরসমূহ
129,১২৯,"যে ব্যক্তি দিনে একশত বার বলবে, সেটা তার জন্য দশটি দাসমুক্তির অনুরূপ হবে, তার জন্য একশত সাওয়াব লিখা হবে, সে দিন বিকাল পর্যন্ত সেটা তার জন্য শয়তান থেকে বাঁচার উপায় হিসেবে বিবেচিত হবে; আর কেউ তার মত কিছু নিয়ে আসতে পারবে না, হাঁ, সে ব্যক্তি ব্যতীত যে তার চেয়েও বেশি আমল করবে। বুখারী, ৪/৯৫, নং ৩২৯৩; মুসলিম, ৪/২০৭১, নং ২৬৯১।",142,২৭: সকাল ও বিকালের যিকিরসমূহ
130,১৩০,"মুসলিম ৪/২০৯০, নং ২৭২৬।",143,২৭: সকাল ও বিকালের যিকিরসমূহ
131,১৩১,"হাদীসটি সংকলন করেছেন, ইবনুস সুন্নী, নং ৫৪; ইবন মাজাহ, নং ৯২৫। আর আব্দুল কাদের ও শু'আইব আল-আরনাউত যাদুল মা'আদের সম্পাদনায় ২/৩৭৫; এর সনদকে হাসান বলেছেন। আর পূর্ব ৭৩ নং এ ও তা গত হয়েছে।",144,২৭: সকাল ও বিকালের যিকিরসমূহ
132,১৩২,"বুখারী (ফাতহুল বারীসহ) ১১/১০১, নং ৬৩০৭; মুসলিম ৪/২০৭৫, নং ২৭০২।",145,২৭: সকাল ও বিকালের যিকিরসমূহ
133,১৩৩,"যে কেউ বিকাল বেলা এ দো'আটি তিনবার বলবে, সে রাতে কোনো বিষধর প্রাণী তার ক্ষতি করতে পারবে না। আহমাদ ২/২৯০, নং ৭৮৯৮; নাসাঈ, আমালুল ইয়াওমি ওয়াল লাইলাহ, নং ৫৯০; ইবনুস সুন্নী, নং ৬৮; আরও দেখুন, সহীহুত তিরমিযী ৩/১৮৭; সহীহ ইবন মাজাহ ২/২৬৬; তুহফাতুল আখইয়ার লি ইবন বায, পৃ. ৪৫।",145,২৭: সকাল ও বিকালের যিকিরসমূহ
134,১৩৪,"'যে কেউ সকাল বেলা আমার উপর দশবার দরুদ পাঠ করবে এবং বিকাল বেলা দশবার দরুদ পাঠ করবে, কিয়ামতের দিন আমার সুপারিশ দ্বারা সৌভাগ্যবান হবে।' তাবরানী হাদীসটি দু' সনদে সংকলন করেন, যার একটি উত্তম। দেখুন, মাজমা'উয যাওয়ায়েদ ১০/১২০; সহীহুত তারগীব ওয়াত তারহীব ১/২৭৩।",146,২৭: সকাল ও বিকালের যিকিরসমূহ
135,১৩৫,"বুখারী, (ফাতহুল বারীসহ) ৯/৬২, নং ৫০১৭; মুসলিম ৪/১৭২৩, নং ২১৯২।",149,২৮: ঘুমানোর যিকিরসমূহ
136,১৩৬,"সূরা আল-বাকারাহ-২৫৫। রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেন: 'যে কেউ যখন রাতে আপন বিছানায় যাবে এবং 'আয়াতুল কুরসী' পড়বে, তখন সে রাতের পুরো সময় আল্লাহর পক্ষ থেকে তার জন্য হেফাযতকারী থাকবে; আর সকাল হওয়া পর্যন্ত শয়তান তার নিকটেও আসতে পারবে না'। বুখারী, (ফাতহুল বারীসহ), ৪/৪৮৭, নং ২৩১১।",151,২৮: ঘুমানোর যিকিরসমূহ
137,১৩৭,"সূরা আল-বাকারা ২৮৫-২৮৬। রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেন: যে ব্যক্তি রাতের বেলা সূরা বাকারার শেষ দুটি আয়াত পড়বে, তা তার জন্য যথেষ্ট হবে। বুখারী, ফাতহুল বারীসহ, ৯/৯৪, ৪০০৮; মুসলিম ১/৫৫৪, নং ৮০৭।",154,২৮: ঘুমানোর যিকিরসমূহ
138,১৩৮,"রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেন: 'তোমাদের কোনো ব্যক্তি তার বিছানা ত্যাগ করলো, আবার ঘুমাতে ফিরে এলো সে যেনো তার চাদর বা লুঙ্গির আঁচল দিয়ে তিনবার বিছানাটি ঝেড়ে নেয়। আর যেন সে বিসমিল্লাহ পড়ে, (আল্লাহর নাম নেয়); কেননা সে জানে না যে, তার চলে যাবার পর এতে কী পতিত হয়েছে। তারপর সে যখন শোয়, তখন যেনো এ দো'আটি বলে। (হাদীসে বর্ণিত صنفة إزاره শব্দের অর্থ হচ্ছে, চাদরের পার্শ্বদিকস্থ অংশ। এর জন্য দেখুন, নিহায়া ফী গারিবিল হাদীস ওয়াল আসার' 'ا صنف",155,২৮: ঘুমানোর যিকিরসমূহ
139,১৩৯,"বুখারী, ফাতহুল বারীসহ ১১/১২৬, নং ৬৩২০; মুসলিম ৪/২০৮৪, নং ২৭১৪।",156,২৮: ঘুমানোর যিকিরসমূহ
140,১৪০,"মুসলিম ৪/২০৮৩, নং ২৭১২; আহমাদ, তাঁর শব্দে ২/৭৯, নং ৫৫০২।",157,২৮: ঘুমানোর যিকিরসমূহ
141,১৪১,"রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম যখন ঘুমানোর ইচ্ছা করতেন তখন তাঁর ডান হাত তাঁর গালের নীচে রাখতেন, তারপর এ দো'আটি বলতেন।",157,২৮: ঘুমানোর যিকিরসমূহ
142,১৪২,"আবূ দাউদ, শব্দ তাঁরই, ৪/৩১১, নং ৫০৪৫; তিরমিযী, নং ৩৩৯৮; আরও দেখুন, সহীহুত তিরমিযী, ৩/১৪৩; সহীহ আবী দাউদ, ৩/২৪০।",157,২৮: ঘুমানোর যিকিরসমূহ
143,১৪৩,"বুখারী, (ফাতহুল বারীসহ) ১১/১১৩, নং ৬৩২৪; মুসলিম ৪/২০৮৩, নং ২৭১১।",158,২৮: ঘুমানোর যিকিরসমূহ
144,১৪৪,"রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম আলী এবং ফতেমাকে বলেন: আমি কি তোমাদেরকে এমন কিছু বলে দিবো না যা তোমাদের জন্য খাদেম অপেক্ষাও উত্তম হবে? যখন তোমরা তোমাদের বিছানায় যাবে, তখন তোমরা দু'জনে ৩৩ বার সুবহানাল্লাহ, ৩৩ বার আলহামদু লিল্লাহ, এবং ৩৪ বার বলবে, যা তা খাদেম অপেক্ষাও তোমাদের জন্য উত্তম হবে”। বুখারী, (ফাতহুল বারীসহ) ৭/৭১, নং ৩৭০৫; মুসলিম ৪/২০৯১, নং ২৭২৬।",159,২৮: ঘুমানোর যিকিরসমূহ
145,১৪৫,"মুসলিম ৪/২০৮৪, নং ২৭১৩।",161,২৮: ঘুমানোর যিকিরসমূহ
146,১৪৬,"মুসলিম ৪/২০৮৫, নং ২৭১৫।",162,২৮: ঘুমানোর যিকিরসমূহ
147,১৪৭,"আবূ দাউদ, ৪/৩১৭, নং ৫০৬৭; তিরমিযী, নং ৩৬২৯; আরও দেখুন, সহীহুত তিরমিযী, ৩/১৪২।",163,২৮: ঘুমানোর যিকিরসমূহ
148,১৪৮,"রাসূলুল্লাহ্ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম সূরা সাজদা এবং সূরা মুলক না পড়ে ঘুমাতেন না। তিরমিযী, নং ৩৪০৪; নাসাঈ, আমালুল ইয়াওমি ওয়াল লাইলাহ, নং ৭০৭। আরও দেখুন, সহীহুল জামে' ৪/২৫৫।",164,২৮: ঘুমানোর যিকিরসমূহ
149,১৪৯,"রাসূলুল্লাহ্ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, “যখন তুমি বিছানা গ্রহণ করবে, তখন নামাযের মত ওযু করবে, তারপর তোমার ডান পার্শ্বদেশে শুয়ে পড়বে। তারপর বল, আল-হাদীস।",165,২৮: ঘুমানোর যিকিরসমূহ
150,১৫০,"রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম যাকে এ দো'আটি শিক্ষা দিলেন, তাকে বলেন: যদি তুমি ঐ রাতে মারা যাও তবে 'ফিতরাত' তথা দীন ইসলামের উপর মারা গেলে। বুখারী, (ফাতহুল বারীসহ) ১১/১১৩, নং ৬৩১৩; মুসলিম ৪/২০৮১, নং ২৭১০।",166,২৮: ঘুমানোর যিকিরসমূহ
151,১৫১,"আয়েশা রাদিয়াল্লাহু আনহা বলেন, রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম রাতে যখন বিছানায় পার্শ্ব পরিবর্তন করতেন তখন তা বলতেন। হাদীসটি সংকলন করেছেন, হাকেম এবং তিনি তা সহীহ বলেছেন, আর ইমাম যাহাবী তাকে সমর্থন করেছেন, ১/৫৪০; নাসাঈ, আমালুল ইয়াওমি ওয়াল্লাইলা, নং ২০২; ইবনুস সুন্নী, নং ৭৫৭। আরও দেখুন, সহীহুল জামে' ৪/২১৩।",167,২৯: রাতে যখন পার্শ্ব পরিবর্তন করে তখন পড়ার দো'আ
152,১৫২,"আবূ দাউদ ৪/১২, নং ৩৮৯৩; তিরমিযী, নং ৩৫২৮। আরও দেখুন, সহীহুত তিরমিযী ৩/১৭১।",168,৩০: ঘুমন্ত অবস্থায় ভয় এবং একাকিত্বের অস্বস্তিতে পড়ার দো'আ
153,১৫৩,"মুসলিম, ৪/১৭৭২, নং ২২৬১।",168,৩১: খারাপ স্বপ্ন বা দুঃস্বপ্ন দেখে যা করবে
154,১৫৪,"মুসলিম, ৪/১৭৭২, ১৭৭৩, নং ২২৬১, ২২৬২।",168,৩১: খারাপ স্বপ্ন বা দুঃস্বপ্ন দেখে যা করবে
155,১৫৫,"মুসলিম, ৪/১৭৭২, নং ২২৬১ ও নং ২২৬৩।",168,৩১: খারাপ স্বপ্ন বা দুঃস্বপ্ন দেখে যা করবে
156,১৫৬,"মুসলিম, ৪/১৭৭৩, নং ২২৬১।",169,৩১: খারাপ স্বপ্ন বা দুঃস্বপ্ন দেখে যা করবে
157,১৫৭,"মুসলিম ৪/১৭৭৩, নং ২২৬৩।",169,৩১: খারাপ স্বপ্ন বা দুঃস্বপ্ন দেখে যা করবে
158,১৫৮,"সুনান গ্রন্থকারগণ, আহমাদ, দারামী ও বাইহাকী এ হাদীসটি সংকলন করেছেন। আবূ দাউদ, নং ১৪২৫; তিরমিযী, নং ৪৬৪; নাসাঈ, নং ১৭৪৪; ইবন মাজাহ, নং ১১৭৮; আহমাদ, নং ১৭১৮; দারামী, নং ১৫৯২; হাকিম, ৩/১৭২; বাইহাকী, ২/২০৯। আর দু' ব্রাকেটের মাঝখানের অংশ বাইহাকীর। আরও দেখুন, সহীহুত তিরমিযী ১/১৪৪, সহীহ ইবন মাজাহ, ১/১৯৪; ইরওয়াউল গালীল, লিল আলবানী, ২/১৭২।",171,৩২: বিত্রের কুনূতের দো'আ
159,১৫৯,"সুনান গ্রন্থকারগণ ও আহমাদ হাদীসটি সংকলন করেছেন। আবু দাউদ, নং ১৪২৭; তিরমিযী, নং ৩৫৬৬; নাসাঈ, নং ১৭৪৬; ইবন মাজাহ, নং ১১৭৯; আহমাদ, নং ৭৫১। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৮০; সহীহ ইবন মাজাহ, ১/১৯৪, আল-ইরওয়া, ২/১৭৫।",172,৩২: বিত্রের কুনূতের দো'আ
160,১৬০,"হাদীসটি বায়হাকী তাঁর 'আস-সুনানুল কবরা' গ্রন্থে সংকলন করেছেন এবং তার সনদ বিশুদ্ধ বলেছেন, ২/২১১। আর শাইখ আলবানী ইরওয়াউল গালীল এর ২/১৭০ এ বলেন, 'এর সনদ বিশুদ্ধ। আর তা উমর রা. থেকে মওকূফ হাদীসে বর্ণিত।",174,৩২: বিত্রের কুনূতের দো'আ
161,১৬১,"নাসাঈ, ৩/২৪৪, নং ১৭৩৪; দারা কুতনী, ২/৩১ ও অন্যান্যগণ। আর দুই ব্রাকেটের মাঝখানের অংশ দারা কুতনীতে ২/৩১, নং ২ বেশি বর্ণিত। যার সনদ বিশুদ্ধ। আরও দেখুন, শু'আইব আল-আরনাউত ও আবদুল কাদের আল-আরনাউত এর 'যাদুল মা'আদ' গ্রন্থের সম্পাদনা ১/৩৩৭।",175,৩৩: বিত্রের সালাত থেকে সালাম ফিরানোর পরের যিকির
162,১৬২,"আহমাদ ১/৩৯১, নং ৩৭১২। আর শাইখ আলবানী তাঁর সিলসিলাতুল আহাদীসিস সহীহাহ গ্রন্থে ১/৩৩৭ একে সহীহ বলেছেন।",177,৩৪: দুঃখ ও দুশ্চিন্তার সময় পড়ার দো'আ
163,১৬৩,"বুখারী, ৭/১৫৮, নং ২৮৯৩; সেখানে এসেছে, রাসূলুল্লাহ্ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম এ দো'আটি বেশি বেশি করতেন। আরও দেখুন, বুখারী, (ফাতহুল বারীসহ) ১১/১৭৩; আরও দেখুন যা পৃষ্ঠায় ১৩৭ নং এ বর্ণিত হবে।",178,৩৪: দুঃখ ও দুশ্চিন্তার সময় পড়ার দো'আ
164,১৬৪,"বুখারী, (ফাতহুল বারীসহ) ৭/১৫৪, নং ৬৩৪৫; মুসলিম ৪/২০৯২, নং ২৭৩০।",179,৩৫: দুর্দশাগ্রস্ত ব্যক্তির দো'আ
165,১৬৫,"আবূ দাউদ, ৪/৩২৪, নং ৫০৯০; আহমাদ ৫/৪২, নং ২০৪৩০। আর শাইখ আলবানী সহীহ আবি দাউদ গ্রন্থে ৩/৯৫৯ এটাকে হাসান হাদীস বলেছেন।",180,৩৫: দুর্দশাগ্রস্ত ব্যক্তির দো'আ
166,১৬৬,"তিরমিযী ৫/৫২৯, নং ৩৫০৫; হাকেম এবং তিনি একে সহীহ বলেছেন, যাহাবী সেটা সমর্থন করেছেন, ১/৫০৫। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৬৮।",180,৩৫: দুর্দশাগ্রস্ত ব্যক্তির দো'আ
167,১৬৭,"হাদীসটি সংকলন করেছেন, আবুদাউদ, ২/৮৭, নং ১৫২৫; ইবন মাজাহ, নং ৩৮৮২। আরও দেখুন, সহীহ ইবন মাজাহ, ২/৩৩৫।",181,৩৫: দুর্দশাগ্রস্ত ব্যক্তির দো'আ
168,১৬৮,"আবু দাউদ ২/৮৯, নং ১৫৩৭; আর হাকেম হাদীসটিকে সহীহ বলেছেন এবং ইমাম যাহাবী একে সমর্থন করেছেন ২/১৪২।",182,৩৬: শত্রু এবং শক্তিধর ব্যক্তির সাক্ষাতকালে দো'আ
169,১৬৯,"আবূ দাউদ ৩/৪২, নং ২৬৩২; তিরমিযী ৫/৫৭২, নং ৩৫৮৪। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৮৩।",182,৩৬: শত্রু এবং শক্তিধর ব্যক্তির সাক্ষাতকালে দো'আ
170,১৭০,"বুখারী ৫/১৭২, নং ৪৫৬৩।",183,৩৬: শত্রু এবং শক্তিধর ব্যক্তির সাক্ষাতকালে দো'আ
171,১৭১,"বুখারী, আল-আদাব আল-মুফরাদ, নং ৭১২। আর শাইখ আলবানী সহীহ আল-আদাবুল মুফরাদ গ্রন্থে, নং ৫৪৫, একে সহীহ বলেছেন।",184,৩৭: শাসকের অত্যাচারের ভয় করলে পড়ার দো'আ
172,১৭২,"বুখারী, আল-আদাব আল-মুফরাদ, নং ৭০৮। আর শাইখ আলবানী সহীহ আল-আদাবুল মুফরাদ গ্রন্থে, নং ৫৪৬, একে সহীহ বলেছেন।",186,৩৭: শাসকের অত্যাচারের ভয় করলে পড়ার দো'আ
173,১৭৩,"মুসলিম, ৩/১৩৬২, নং ১৭৪২।",187,৩৮: শত্রুর ওপর বদ-দো'আ
174,১৭৪,"মুসলিম ৪/২৩০০, নং ৩০০৫।",187,৩৯: কোনো সম্প্রদায়কে ভয় করলে যা বলবে
175,১৭৫,"বুখারী, (ফাতহুল বারীসহ) ৬/৩৩৬, নং ৩২৭৬; মুসলিম ১/১২০, নং ১৩৪।",188,৪০: ঈমানের মধ্যে সন্দেহে পতিত ব্যক্তির দো'আ
176,১৭৬,"বুখারী, (ফাতহুল বারীসহ) ৬/৩৩৬, নং ৩২৭৬; মুসলিম ১/১২০, ১৩৪।",188,৪০: ঈমানের মধ্যে সন্দেহে পতিত ব্যক্তির দো'আ
177,১৭৭,"মুসলিম ১/১১৯-১২০, নং ১৩৪।",188,৪০: ঈমানের মধ্যে সন্দেহে পতিত ব্যক্তির দো'আ
178,১৭৮,"সূরা হাদীদ-৩, আবূ দাউদ ৪/৩২৯, নং ৫১১০। আর শাইখ আলবানী সহীহ আবি দাউদ ৩/৯৬২ একে হাসান বলেছেন।",189,৪০: ঈমানের মধ্যে সন্দেহে পতিত ব্যক্তির দো'আ
179,১৭৯,"তিরমিযী ৫/৫৬০, নং ৩৫৬৩। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৮০।",190,৪১: ঋণ মুক্তির জন্য দো'আ
180,১৮০,"বুখারী, ৭/১৫৮, নং ২৮৯৩। তাছাড়া পূর্বে পৃষ্ঠায় ১২১ নং এ গত হয়েছে।",191,৪১: ঋণ মুক্তির জন্য দো'আ
181,১৮১,"মুসলিম ৪/১৭২৯, ২২০৩। সেখানে এসেছে, উসমান ইবনুল 'আস রাদিয়াল্লাহু 'আনহু বলেন, আমি বললাম, হে আল্লাহর রাসূল! শয়তান আমার ও আমার নামাযের মাঝে অনুপ্রবেশ করে এবং কিরাআতে বিভ্রান্তি সৃষ্টি করে। তখন রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি",191,৪২: সালাতে ও কিরাতে শয়তানের কুমন্ত্রণায় পতিত ব্যক্তির দো'আ
182,১৮২,"সহীহ ইবন হিব্বান ২৪২৭, (মাওয়ারিদ); ইবনুস সুন্নী, নং ৩৫১। আর হাফেয (ইবন হাজার) বলেন, এটি সহীহ হাদীস। তাছাড়া আবদুল কাদের আরনাউত ইমাম নওয়াবীর আযকার গ্রন্থের তাখরীজে পৃ. ১০৬, একে সহীহ বলে মত প্রকাশ করেছেন।",192,৪৩: কঠিন কাজে পতিত ব্যক্তির দো'আ
183,১৮৩,"আবূ দাউদ ২/৮৬, ১৫২১; তিরমিযী ২/২৫৭, নং ৪০৬; আর শাইখ আলবানী সহীহ আবি দাউদে ১/২৮৩ একে সহীহ বলে মত প্রকাশ করেছেন।",193,৪৪: পাপ করে ফেললে যা বলবে এবং যা করবে
